FBgn0000008	Q9W283
FBgn0010412	P39018
FBgn0010414	P51905
FBgn0010415	P49415
FBgn0010416	Q24134
FBgn0010417	P49847
FBgn0010421	P41900
FBgn0010422	P20232
FBgn0010423	P47948
FBgn0010424	P47949
FBgn0010425	P35005
FBgn0010431	Q23973
FBgn0010433	P48987
FBgn0010434	Q9V8R9
FBgn0010435	Q9W0X0
FBgn0010438	P54622
FBgn0010441	Q05652
FBgn0010452	M9PFH7
FBgn0010453	P40589
FBgn0010470	A0A0B4K7C5
FBgn0010473	Q967D7
FBgn0010482	E1JGY6
FBgn0010488	A1Z968
FBgn0010497	Q9VKC9
FBgn0010501	O02002
FBgn0010504	Q7JX82
FBgn0010516	Q7KN94
FBgn0010520	Q9VL75
FBgn0010531	E1JH26
FBgn0010548	A0A0C4DHC8
FBgn0010549	P91660
FBgn0010551	A8DYI6
FBgn0010583	Q8IPW2
FBgn0010590	A0AQH0
FBgn0010591	Q9V7Y2
FBgn0010602	Q7KNM2
FBgn0010607	Q8IPL4
FBgn0010611	Q7K4Q9
FBgn0010612	Q9VKM3
FBgn0010620	Q7K5M6
FBgn0010621	Q7KKI0
FBgn0010622	Q9W1V8
FBgn0010638	Q7JZN0
FBgn0010651	Q8MRP7
FBgn0010660	Q9W1X4
FBgn0010741	Q9VTE5
FBgn0010747	Q9V3D9
FBgn0010750	Q9VN55
FBgn0010762	M9PF79
FBgn0010768	Q9VDZ3
FBgn0010770	Q9VDE5
FBgn0010772	Q7KTT0
FBgn0010774	Q9V3E7
FBgn0010786	Q9W0G4
FBgn0010803	Q0KI98
FBgn0010808	Q9VA18
FBgn0010825	M9PHT1
FBgn0010830	Q9VNR6
FBgn0010877	Q9VE96
FBgn0010894	Q9VRM3
FBgn0010905	M9NFI9
FBgn0010909	Q9W002
FBgn0010926	Q9VEJ2
FBgn0011016	Q9VUZ0
FBgn0011020	Q9VI72
FBgn0011202	P48608
FBgn0011204	Q95RU0
FBgn0011205	Q9NHN2
FBgn0011206	Q24207
FBgn0011207	P48612
FBgn0011211	P35381
FBgn0011217	P25867
FBgn0011224	A0A0B4K6W9
FBgn0011225	Q01989
FBgn0011227	Q9XY35
FBgn0011230	Q9VLT5
FBgn0011232	Q9VLC0
FBgn0011236	O77459
FBgn0011239	Q8MZ67
FBgn0011244	Q9VPS5
FBgn0011259	Q24322
FBgn0011260	Q24323
FBgn0011270	Q9VGB6
FBgn0011272	P41126
FBgn0011273	P49258
FBgn0011274	P98149
FBgn0011276	Q9W4X2
FBgn0011277	M9PH26
FBgn0011278	Q7KS77
FBgn0011279	P54191
FBgn0011280	P54192
FBgn0011281	P54193
FBgn0011282	P54194
FBgn0011283	P54195
FBgn0011284	P41042
FBgn0011286	Q24498
FBgn0011288	P36975
FBgn0011289	P52654
FBgn0011290	P49905
FBgn0011291	P49906
FBgn0011293	Q27377
FBgn0011294	P54185
FBgn0011296	P82147
FBgn0011297	Q27333
FBgn0011300	A1Z7L8
FBgn0011305	Q24491
FBgn0011327	Q9XZ61
FBgn0011335	Q9VTT2
FBgn0011336	Q9XZ53
FBgn0011361	Q94519
FBgn0011455	Q9VTU2
FBgn0011474	Q9VFK6
FBgn0011476	Q9VF98
FBgn0011481	A0A0B4KGW6
FBgn0011509	Q9VSN9
FBgn0011554	P42279
FBgn0011555	P42278
FBgn0011556	P42280
FBgn0011559	Q9V3R1
FBgn0011566	Q9W4X8
FBgn0011569	Q9VT91
FBgn0011570	P48603
FBgn0011573	Q24276
FBgn0011576	Q27589
FBgn0011581	P61849
FBgn0011582	P41596
FBgn0011584	Q9VL49
FBgn0011586	Q24337
FBgn0011589	A1ZB14
FBgn0011591	Q24342
FBgn0011592	A1Z920
FBgn0011596	O18412
FBgn0011603	Q9VR07
FBgn0011604	Q24368
FBgn0011606	Q9XZ29
FBgn0011638	P40796
FBgn0011640	Q94901
FBgn0011642	Q9N675
FBgn0011648	P42003
FBgn0011653	Q9VZH2
FBgn0011656	P40791
FBgn0011659	A1Z7C1
FBgn0011660	A1ZA03
FBgn0011661	P46150
FBgn0011666	Q8IMS8
FBgn0011668	Q9VBL6
FBgn0011669	Q9VBL7
FBgn0011670	Q9V3J3
FBgn0011672	P49283
FBgn0011674	Q9W2R4
FBgn0011676	Q27571
FBgn0011692	Q9VZF5
FBgn0011693	Q9VV42
FBgn0011694	Q23982
FBgn0011695	Q9W1C9
FBgn0011701	Q7KSE4
FBgn0011703	P48591
FBgn0011704	P48592
FBgn0011705	O44252
FBgn0011706	Q24475
FBgn0011708	Q24509
FBgn0011710	P42207
FBgn0011715	Q24090
FBgn0011722	Q9VMD9
FBgn0011723	P55965
FBgn0011725	Q8IMX1
FBgn0011726	P45594
FBgn0011737	P54350
FBgn0011739	Q9VA38
FBgn0011740	Q24451
FBgn0011741	P45890
FBgn0011742	P45888
FBgn0011743	P45891
FBgn0011745	P45889
FBgn0011746	Q26307
FBgn0011747	Q0KIE7
FBgn0011754	Q9I7D0
FBgn0011758	Q24255
FBgn0011760	Q24117
FBgn0011761	P47938
FBgn0011762	Q24317
FBgn0011763	Q24318
FBgn0011766	Q27368
FBgn0011768	P46415
FBgn0011769	P37193
FBgn0011770	P36951
FBgn0011771	P55162
FBgn0011774	Q23976
FBgn0011785	Q9VC96
FBgn0011787	Q9VSR5
FBgn0011802	Q9V3C4
FBgn0011817	A0A4D6K823
FBgn0011818	Q9NLA6
FBgn0011822	Q9W5G3
FBgn0011824	Q7KVQ0
FBgn0011826	Q27889
FBgn0011828	Q9VZZ4
FBgn0011829	Q7KT06
FBgn0011832	Q9VQ97
FBgn0011834	Q9VRD0
FBgn0011836	Q24325
FBgn0011837	P47980
FBgn0012034	Q9VP61
FBgn0012036	Q9VLC5
FBgn0012037	Q10714
FBgn0012042	P45884
FBgn0012051	Q11002
FBgn0012058	Q9VS37
FBgn0012344	Q9VH98
FBgn0013263	Q08605
FBgn0013269	P54397
FBgn0013272	Q8MLT4
FBgn0013275	P82910
FBgn0013276	P02825
FBgn0013277	Q8INI8
FBgn0013278	Q9BIS2
FBgn0013279	Q9BIR7
FBgn0013300	Q9V3S3
FBgn0013301	Q9VJR1
FBgn0013303	P42325
FBgn0013305	Q7JRM9
FBgn0013307	P40807
FBgn0013308	P40808
FBgn0013323	X2JCX9
FBgn0013325	P46222
FBgn0013334	Q960T2
FBgn0013342	Q9W0C1
FBgn0013343	Q24547
FBgn0013347	P52656
FBgn0013348	P47947
FBgn0013432	O46098
FBgn0013433	X2J8L2
FBgn0013435	A1Z840
FBgn0013467	Q7JPS2
FBgn0013469	M9PF84
FBgn0013531	P91641
FBgn0013548	Q24371
FBgn0013563	Q9VUC7
FBgn0013576	A0A0B4K620
FBgn0013672	P00850
FBgn0013673	P84345
FBgn0013674	P00399
FBgn0013675	P00408
FBgn0013676	P00417
FBgn0013678	P18935
FBgn0013679	P18929
FBgn0013680	P03896
FBgn0013681	P18930
FBgn0013683	P18934
FBgn0013684	P18932
FBgn0013685	P18933
FBgn0013717	Q9VVR1
FBgn0013718	M9ND89
FBgn0013720	O76899
FBgn0013725	Q27934
FBgn0013726	P40797
FBgn0013732	Q6NQZ5
FBgn0013733	A1Z9J3
FBgn0013746	Q94899
FBgn0013749	P40945
FBgn0013750	P40946
FBgn0013751	Q8IRC7
FBgn0013753	Q24040
FBgn0013755	Q24039
FBgn0013756	A1Z8P9
FBgn0013759	Q24210
FBgn0013762	P48609
FBgn0013763	Q23997
FBgn0013764	Q7KVG9
FBgn0013765	P54623
FBgn0013767	Q26377
FBgn0013770	Q95029
FBgn0013771	Q27594
FBgn0013772	Q27593
FBgn0013773	Q9V769
FBgn0013799	Q24180
FBgn0013810	A0A6H2EJG3
FBgn0013811	Q7KVA7
FBgn0013812	A0A0B4KHJ4
FBgn0013813	Q9VAV5
FBgn0013949	Q8SY52
FBgn0013953	Q9VC29
FBgn0013954	P48375
FBgn0013972	Q07093
FBgn0013973	Q9VA09
FBgn0013981	P84040
FBgn0013983	Q7K4Z4
FBgn0013987	P49071
FBgn0013995	Q9VDG5
FBgn0013997	Q94887
FBgn0014000	Q9VIQ4
FBgn0014006	Q9VDS9
FBgn0014007	P16620
FBgn0014009	O18333
FBgn0014010	Q9V3I2
FBgn0014011	P48554
FBgn0014018	Q94527
FBgn0014019	P91657
FBgn0014020	P48148
FBgn0014022	Q27411
FBgn0014023	Q8T3V6
FBgn0014024	Q9W4D2
FBgn0014026	P46223
FBgn0014028	P21914
FBgn0014029	P54359
FBgn0014031	Q9W3Z3
FBgn0014032	O76752
FBgn0014033	Q9V3H7
FBgn0014037	Q9VW51
FBgn0014073	Q9VZA8
FBgn0014075	Q09332
FBgn0014076	Q9VKI3
FBgn0014092	Q9NK57
FBgn0014127	Q9VIP9
FBgn0014133	M9PHA0
FBgn0014135	Q9VDT9
FBgn0014141	Q9VEN1
FBgn0014143	P32027
FBgn0014163	Q95RI5
FBgn0014179	Q27403
FBgn0014184	P54361
FBgn0014189	Q27268
FBgn0014269	Q7JNE1
FBgn0014340	O02193
FBgn0014342	Q9VND0
FBgn0014343	M9PI45
FBgn0014366	O46106
FBgn0014368	Q8IQE8
FBgn0014380	Q24192
FBgn0014388	O44783
FBgn0014391	Q9VXN2
FBgn0014395	Q9VR52
FBgn0014396	P49021
FBgn0014411	Q9W552
FBgn0014417	Q9VLL5
FBgn0014427	Q9VAN0
FBgn0014454	Q26416
FBgn0014455	Q27580
FBgn0014464	A0A6F7S5S7
FBgn0014465	Q9W3E8
FBgn0014466	Q9W3E7
FBgn0014469	Q27606
FBgn0014848	Q9VUT1
FBgn0014849	Q9VUT2
FBgn0014850	Q24077
FBgn0014851	Q9VUT3
FBgn0014857	C0HL66
FBgn0014859	P49869
FBgn0014861	P49735
FBgn0014863	Q24400
FBgn0014865	Q24395
FBgn0014868	Q24319
FBgn0014869	Q9VAN7
FBgn0014870	A1ZAK8
FBgn0014877	P48604
FBgn0014879	P53997
FBgn0014903	Q9W5B5
FBgn0014906	Q24093
FBgn0014930	O76206
FBgn0014931	Q8T053
FBgn0014949	Q9VCY0
FBgn0015000	Q24173
FBgn0015001	P52905
FBgn0015008	Q9VEQ5
FBgn0015010	Q9VY18
FBgn0015011	P50245
FBgn0015019	P48605
FBgn0015024	P54367
FBgn0015025	Q9VUU3
FBgn0015031	Q9VMS1
FBgn0015032	Q9VA27
FBgn0015033	Q9VS79
FBgn0015034	Q9V4T5
FBgn0015035	Q9VL92
FBgn0015036	O46054
FBgn0015037	Q9V558
FBgn0015038	Q9V4I0
FBgn0015039	Q9V4I1
FBgn0015040	Q9W130
FBgn0015075	Q9VNV3
FBgn0015218	P48598
FBgn0015221	Q9VA83
FBgn0015222	Q7KRU8
FBgn0015229	Q9VD73
FBgn0015230	P53403
FBgn0015239	Q24142
FBgn0015240	Q24143
FBgn0015245	O02649
FBgn0015247	Q24307
FBgn0015268	Q9W1G7
FBgn0015269	Q9VBJ2
FBgn0015270	Q24168
FBgn0015271	Q24169
FBgn0015277	Q9W1M7
FBgn0015278	Q7K3H0
FBgn0015279	P91634
FBgn0015282	P48601
FBgn0015283	P55035
FBgn0015286	P48555
FBgn0015288	P50887
FBgn0015295	Q24145
FBgn0015296	Q9V3C8
FBgn0015298	P49963
FBgn0015299	Q9VLR5
FBgn0015300	Q24536
FBgn0015316	Q9VLF5
FBgn0015320	P52485
FBgn0015321	P52486
FBgn0015331	Q9V3C0
FBgn0015336	Q9VXD4
FBgn0015338	Q9V3I6
FBgn0015351	Q9VER8
FBgn0015359	Q24050
FBgn0015360	Q7KVA1
FBgn0015371	Q7YU81
FBgn0015372	Q9V3C2
FBgn0015376	Q8IQ05
FBgn0015379	P54353
FBgn0015380	Q27324
FBgn0015381	Q9VML1
FBgn0015391	Q9V3A7
FBgn0015396	Q9XTP7
FBgn0015399	Q9VK54
FBgn0015400	Q9VKG1
FBgn0015402	Q24171
FBgn0015477	A1Z7S0
FBgn0015509	Q24311
FBgn0015513	A0A0B4K7Q6
FBgn0015519	Q9W3G6
FBgn0015520	Q24113
FBgn0015521	O76927
FBgn0015522	Q7JRH7
FBgn0015524	P56672
FBgn0015527	O61345
FBgn0015544	Q9V3E9
FBgn0015546	P43248
FBgn0015550	O16867
FBgn0015553	Q24558
FBgn0015558	Q9U6L4
FBgn0015561	Q4V5A3
FBgn0015568	Q9VIC3
FBgn0015569	A0A0B4K6L1
FBgn0015570	Q961N0
FBgn0015571	Q8SZW5
FBgn0015572	Q9VIC0
FBgn0015574	Q9VIB6
FBgn0015575	Q9VIB5
FBgn0015576	Q9VIB3
FBgn0015577	Q9VIB1
FBgn0015582	Q9V3T9
FBgn0015583	O46197
FBgn0015584	O46199
FBgn0015585	O46200
FBgn0015586	Q9VVW1
FBgn0015589	Q9VAS9
FBgn0015591	Q9VC44
FBgn0015600	Q9VQM0
FBgn0015602	Q7JN06
FBgn0015609	O15943
FBgn0015614	Q24214
FBgn0015615	Q9VXE9
FBgn0015618	Q9VT57
FBgn0015621	Q9VPT8
FBgn0015622	Q9VAL7
FBgn0015623	Q27597
FBgn0015625	Q9I7I0
FBgn0015663	Q9VQT0
FBgn0015664	Q94883
FBgn0015714	Q9V770
FBgn0015721	Q86PC9
FBgn0015737	Q9VB46
FBgn0015754	Q7KNS3
FBgn0015756	P50882
FBgn0015765	O62618
FBgn0015766	Q8IQ63
FBgn0015770	Q9VIA4
FBgn0015772	Q9VJ30
FBgn0015773	Q24567
FBgn0015774	Q24568
FBgn0015776	Q24046
FBgn0015777	Q24048
FBgn0015778	Q9VFT4
FBgn0015781	Q9V3F8
FBgn0015789	O15971
FBgn0015790	O18335
FBgn0015791	Q86BK8
FBgn0015793	O18339
FBgn0015794	Q9W4A0
FBgn0015795	O76742
FBgn0015797	O18334
FBgn0015799	Q24472
FBgn0015801	Q94913
FBgn0015803	A8DZ19
FBgn0015805	Q94517
FBgn0015808	Q9VJ43
FBgn0015818	Q9W424
FBgn0015828	O96880
FBgn0015829	O96881
FBgn0015831	Q9VIB7
FBgn0015834	O02195
FBgn0015838	A0A0B4KEN4
FBgn0015872	Q9V5Z7
FBgn0015903	A0A0B4KGD0
FBgn0015904	Q24248
FBgn0015905	Q9VPW1
FBgn0015919	P54269
FBgn0015924	Q27367
FBgn0015925	Q9U6Y9
FBgn0015926	Q24175
FBgn0015929	Q26454
FBgn0015946	Q24570
FBgn0015949	A0A0B4KG96
FBgn0016013	Q9VZI8
FBgn0016031	Q9VRK8
FBgn0016032	Q24188
FBgn0016034	Q9VNS0
FBgn0016036	Q9VS36
FBgn0016038	O77259
FBgn0016041	Q9U4L6
FBgn0016047	A1Z8J4
FBgn0016053	A8DYL7
FBgn0016054	Q0E8P0
FBgn0016059	Q7KK54
FBgn0016061	A0A0B4K7N1
FBgn0016070	Q23972
FBgn0016075	Q9VMV5
FBgn0016076	Q9VMS4
FBgn0016078	Q9V576
FBgn0016081	Q9VT28
FBgn0016119	Q24407
FBgn0016120	Q24251
FBgn0016122	Q9VLJ6
FBgn0016123	Q24238
FBgn0016126	Q7JMV3
FBgn0016131	Q7K306
FBgn0016641	Q9W2F3
FBgn0016650	Q9VEG4
FBgn0016660	Q94890
FBgn0016672	Q9VFP6
FBgn0016675	Q9VIX1
FBgn0016684	Q7JZR4
FBgn0016685	Q27415
FBgn0016687	O77460
FBgn0016691	Q24439
FBgn0016693	Q8T8W3
FBgn0016694	Q8SZT1
FBgn0016696	Q9VPC0
FBgn0016697	Q95083
FBgn0016698	Q9VQQ0
FBgn0016701	Q7KY04
FBgn0016715	Q94915
FBgn0016726	Q24154
FBgn0016754	A8JR92
FBgn0016756	Q24574
FBgn0016762	Q24239
FBgn0016794	Q9VZZ9
FBgn0016797	Q9VVX3
FBgn0016917	Q24151
FBgn0016919	Q7KRS6
FBgn0016920	Q9VMR4
FBgn0016926	Q9VPW8
FBgn0016930	Q9V3D5
FBgn0016970	Q9V574
FBgn0016975	Q24212
FBgn0016976	Q24211
FBgn0016977	Q8SX83
FBgn0016978	P17133
FBgn0016983	Q9VS62
FBgn0016984	Q9W2R3
FBgn0017414	Q7JR24
FBgn0017418	Q94981
FBgn0017429	Q9VSM4
FBgn0017430	P92204
FBgn0017448	P91659
FBgn0017456	P52487
FBgn0017457	Q94535
FBgn0017482	Q9W265
FBgn0017545	P55830
FBgn0017550	Q94547
FBgn0017551	Q9VM76
FBgn0017556	Q27575
FBgn0017558	P91622
FBgn0017561	Q94526
FBgn0017566	Q94511
FBgn0017567	Q9VF27
FBgn0017572	P91891
FBgn0017577	Q9VGW6
FBgn0017578	P91664
FBgn0017579	P55841
FBgn0017581	Q9VGI4
FBgn0017590	Q9VCT4
FBgn0019624	Q94514
FBgn0019637	Q94546
FBgn0019644	Q94516
FBgn0019650	A0A6H2EG63
FBgn0019662	Q9VS54
FBgn0019686	O61267
FBgn0019809	Q9VLA2
FBgn0019828	O01352
FBgn0019830	Q9VQG4
FBgn0019890	Q9V414
FBgn0019925	O18405
FBgn0019928	Q4V3S6
FBgn0019929	Q9W314
FBgn0019932	P91931
FBgn0019936	P55828
FBgn0019938	P91875
FBgn0019940	O01668
FBgn0019949	O17432
FBgn0019952	Q9VCA2
FBgn0019957	P91929
FBgn0019960	P91928
FBgn0019968	A0A0B4KFR5
FBgn0019972	O01382
FBgn0019982	Q94529
FBgn0019985	P91685
FBgn0019990	A0A0B4KHX7
FBgn0020018	Q9VC52
FBgn0020224	Q9VSK2
FBgn0020235	O01666
FBgn0020236	Q7KN85
FBgn0020238	P92177
FBgn0020248	Q9W0E9
FBgn0020249	Q8INQ9
FBgn0020251	Q9V3L1
FBgn0020255	Q9VZ23
FBgn0020257	A0A0B4KF28
FBgn0020258	Q7KT94
FBgn0020261	E1JJR3
FBgn0020269	Q7JY80
FBgn0020270	Q9XYZ4
FBgn0020272	O01939
FBgn0020277	O02372
FBgn0020278	Q9VCX1
FBgn0020279	Q86S05
FBgn0020280	A0A0B4LGL3
FBgn0020294	Q9VP79
FBgn0020299	Q9VFI0
FBgn0020300	Q9VVN7
FBgn0020304	E1JHR0
FBgn0020305	Q9VPU8
FBgn0020306	Q9NDJ2
FBgn0020307	Q9W268
FBgn0020309	O61360
FBgn0020312	Q7K4B6
FBgn0020369	O18413
FBgn0020370	Q9V6K1
FBgn0020371	Q9VJP1
FBgn0020372	A0A0B4KFZ4
FBgn0020376	Q9N2Q3
FBgn0020377	A1Z8V0
FBgn0020378	M9PJG1
FBgn0020379	A0A0B4K653
FBgn0020381	Q8IRY7
FBgn0020385	O96553
FBgn0020386	Q9W0V1
FBgn0020388	Q9VTZ1
FBgn0020389	Q8IQV1
FBgn0020391	Q9V6K3
FBgn0020392	O61613
FBgn0020399	Q9VEX4
FBgn0020407	Q9VEX5
FBgn0020412	Q9V3I5
FBgn0020414	Q8MLZ7
FBgn0020415	Q9V3D4
FBgn0020416	Q8MM24
FBgn0020429	Q9VMP3
FBgn0020440	B7YZL9
FBgn0020443	Q9VK85
FBgn0020445	Q7KU30
FBgn0020493	A0A6H2EEY2
FBgn0020496	O46036
FBgn0020497	Q9TVM2
FBgn0020503	Q9VJE5
FBgn0020506	O18408
FBgn0020508	Q9VY19
FBgn0020509	O46202
FBgn0020510	A0A0B4K774
FBgn0020513	Q9I7S8
FBgn0020521	Q8IRK0
FBgn0020545	O18391
FBgn0020616	Q9VM62
FBgn0020617	Q9W2Q1
FBgn0020618	O18640
FBgn0020620	A1Z9K4
FBgn0020621	A1Z7T0
FBgn0020622	Q7KTZ2
FBgn0020626	Q9VC05
FBgn0020633	Q9XYU0
FBgn0020637	C0HL65
FBgn0020638	C0HL64
FBgn0020639	P92194
FBgn0020640	P91942
FBgn0020641	P91939
FBgn0020642	P92181
FBgn0020643	C0HL63
FBgn0020644	C0HL62
FBgn0020645	P91940
FBgn0020647	Q9VCE7
FBgn0020653	P91938
FBgn0020655	Q9VTX5
FBgn0020660	Q7PLL3
FBgn0020762	Q9VQY4
FBgn0020764	O18680
FBgn0020765	P91941
FBgn0020767	A0A0B4KG11
FBgn0020880	Q9VLX5
FBgn0020887	Q9NJG9
FBgn0020906	Q9VMX7
FBgn0020907	O16158
FBgn0020908	Q8MSI2
FBgn0020909	P56175
FBgn0020910	O16797
FBgn0020912	O18400
FBgn0020930	Q7K579
FBgn0021738	Q8IRT6
FBgn0021742	Q9VZ44
FBgn0021750	Q9VF85
FBgn0021760	Q9NBD7
FBgn0021761	Q9V463
FBgn0021764	O97394
FBgn0021765	O18404
FBgn0021767	Q9W3F4
FBgn0021768	Q9VVA6
FBgn0021776	Q9VDR7
FBgn0021795	Q7KLX3
FBgn0021796	Q9VK45
FBgn0021800	Q8MRQ2
FBgn0021814	Q9V359
FBgn0021825	Q7K2D2
FBgn0021847	Q7KN74
FBgn0021856	Q9VID7
FBgn0021872	Q8MLW7
FBgn0021874	Q9VPR4
FBgn0021875	Q9W1A3
FBgn0021895	Q9W1I6
FBgn0021906	Q9VQ29
FBgn0021944	Q9V3D2
FBgn0021967	Q9VQR2
FBgn0021979	Q7K274
FBgn0021995	Q7JQN4
FBgn0022023	Q9U9Q4
FBgn0022027	Q7JXV9
FBgn0022029	Q8MQK4
FBgn0022069	Q9VJZ7
FBgn0022097	Q9V7D2
FBgn0022153	Q9VQZ1
FBgn0022160	Q7K569
FBgn0022213	Q9XZU1
FBgn0022224	Q9V998
FBgn0022238	Q7KRI2
FBgn0022288	Q8SYL1
FBgn0022338	Q9XZT6
FBgn0022343	Q8MMC4
FBgn0022344	Q9VES8
FBgn0022349	Q9V9U3
FBgn0022355	Q9VWV6
FBgn0022359	O96299
FBgn0022361	Q9V4D9
FBgn0022382	P81900
FBgn0022699	Q9VRV4
FBgn0022700	Q9W2M6
FBgn0022702	Q9W092
FBgn0022709	Q8IQG9
FBgn0022710	M9PEP2
FBgn0022724	Q9VWY6
FBgn0022740	Q0IGU7
FBgn0022764	A0A0B4K765
FBgn0022768	Q9W4H8
FBgn0022770	O17452
FBgn0022774	Q9VW26
FBgn0022786	O17468
FBgn0022787	Q9VF02
FBgn0022800	Q9VBW3
FBgn0022893	O16043
FBgn0022935	Q9VRV5
FBgn0022936	O76513
FBgn0022942	Q7K4N3
FBgn0022943	Q9V3L6
FBgn0022959	Q95RE4
FBgn0022960	A1Z6S7
FBgn0022981	A0A0B4K691
FBgn0022984	O44434
FBgn0022985	Q9W254
FBgn0022986	Q9W255
FBgn0022987	A0A0B4KFT9
FBgn0023000	O97148
FBgn0023001	Q9VS24
FBgn0023023	Q8IPQ2
FBgn0023076	O61735
FBgn0023081	Q9W1B0
FBgn0023083	A0A126GUV7
FBgn0023090	Q8INT5
FBgn0023091	B6VQA1
FBgn0023094	O61734
FBgn0023095	A0A0S0WP14
FBgn0023096	Q0E8P6
FBgn0023097	A0A0B4KGE5
FBgn0023129	Q9VSY6
FBgn0023130	O46341
FBgn0023143	Q8T0L3
FBgn0023167	O44437
FBgn0023169	O18645
FBgn0023170	O16130
FBgn0023171	Q7JY33
FBgn0023172	A1ZAN6
FBgn0023174	Q9VUJ1
FBgn0023175	Q9V5C6
FBgn0023177	O76932
FBgn0023178	O96690
FBgn0023179	Q9VBC7
FBgn0023180	Q9Y1B2
FBgn0023181	Q9W102
FBgn0023197	M9MS20
FBgn0023212	O44226
FBgn0023213	A8DZ29
FBgn0023214	Q7K119
FBgn0023215	M9NGP0
FBgn0023216	O46043
FBgn0023388	M9ND00
FBgn0023395	O16102
FBgn0023407	Q9VJX3
FBgn0023415	O46203
FBgn0023416	Q9V9R3
FBgn0023441	Q9BJZ5
FBgn0023458	Q9W425
FBgn0023477	Q9W1G0
FBgn0023479	Q9VSU2
FBgn0023489	Q9XZU0
FBgn0023495	O46108
FBgn0023496	O46107
FBgn0023506	O44424
FBgn0023507	Q7K511
FBgn0023508	O46094
FBgn0023509	Q9W542
FBgn0023510	Q9W543
FBgn0023511	M9PG98
FBgn0023512	Q9W541
FBgn0023513	O46089
FBgn0023514	Q9W550
FBgn0023515	Q7KW09
FBgn0023516	O46085
FBgn0023517	O46084
FBgn0023518	Q8IRW8
FBgn0023519	Q9W547
FBgn0023520	O46080
FBgn0023521	O46079
FBgn0023522	Q9I7X6
FBgn0023523	O46077
FBgn0023524	A0A4D6K3U9
FBgn0023525	Q95R34
FBgn0023526	O46070
FBgn0023527	Q9W4Z9
FBgn0023528	Q29R09
FBgn0023529	O46067
FBgn0023530	Q9W569
FBgn0023531	Q7KW14
FBgn0023534	Q8MYW2
FBgn0023535	O76895
FBgn0023536	Q8SWW9
FBgn0023537	Q7KW39
FBgn0023540	O46052
FBgn0023541	O46051
FBgn0023542	O46050
FBgn0023545	Q8T4E1
FBgn0023549	Q9W509
FBgn0023550	Q9W508
FBgn0024150	Q9VP76
FBgn0024177	Q9VRX6
FBgn0024179	M9PE88
FBgn0024182	Q9VRH6
FBgn0024183	Q9V426
FBgn0024184	O77215
FBgn0024187	Q9GQF1
FBgn0024188	Q9NHD5
FBgn0024189	Q0E9F2
FBgn0024191	Q9Y103
FBgn0024194	Q9VZU2
FBgn0024196	Q7KMS3
FBgn0024222	Q9VEZ5
FBgn0024227	Q9VKN7
FBgn0024230	P25722
FBgn0024232	O61366
FBgn0024234	P27091
FBgn0024236	Q9VSL7
FBgn0024238	Q8IQZ7
FBgn0024244	Q9VQS6
FBgn0024245	Q9V422
FBgn0024248	Q9XTN2
FBgn0024249	Q0IGT4
FBgn0024250	Q9XTN4
FBgn0024251	O61348
FBgn0024273	Q9VAT0
FBgn0024277	Q7KVD1
FBgn0024285	Q9VL71
FBgn0024288	Q9VA17
FBgn0024289	O97479
FBgn0024291	Q9VK34
FBgn0024293	A1Z6V5
FBgn0024294	Q7KA66
FBgn0024314	Q9VPY2
FBgn0024315	Q9V7S5
FBgn0024319	O61365
FBgn0024320	Q9VL24
FBgn0024321	Q9VFK4
FBgn0024326	O61444
FBgn0024329	Q8MSQ4
FBgn0024330	Q8MSX2
FBgn0024352	Q9VPN5
FBgn0024360	O46102
FBgn0024361	O46101
FBgn0024362	Q95RC0
FBgn0024364	O46307
FBgn0024365	O46100
FBgn0024366	O46099
FBgn0024371	O77051
FBgn0024432	Q94524
FBgn0024491	Q9VEX9
FBgn0024509	Q9V3J4
FBgn0024510	Q8T626
FBgn0024542	Q9U9Q2
FBgn0024555	Q9VFS5
FBgn0024556	A1Z9E3
FBgn0024558	Q8IN02
FBgn0024689	Q9VJD3
FBgn0024698	Q9V726
FBgn0024728	Q8MR31
FBgn0024732	A0A0B4KFQ3
FBgn0024733	O61231
FBgn0024734	O61722
FBgn0024740	Q9VKR5
FBgn0024754	O61491
FBgn0024804	O61305
FBgn0024806	Q9W0S9
FBgn0024807	Q9TW27
FBgn0024811	Q9XYM0
FBgn0024814	Q9VWA1
FBgn0024833	O62531
FBgn0024836	Q9V5N8
FBgn0024841	O76454
FBgn0024846	O61443
FBgn0024887	Q9VPH4
FBgn0024889	O76521
FBgn0024897	Q9V3N9
FBgn0024909	Q9VHY5
FBgn0024912	O76339
FBgn0024913	O61643
FBgn0024920	O76511
FBgn0024921	Q9VRV8
FBgn0024941	Q9VXA3
FBgn0024943	Q9W3E2
FBgn0024944	Q7JQF1
FBgn0024945	O76464
FBgn0024947	M9PBV2
FBgn0024956	Q7KPG8
FBgn0024957	Q9VGZ3
FBgn0024958	Q9VCV4
FBgn0024963	Q94900
FBgn0024973	O76912
FBgn0024975	Q960Q9
FBgn0024980	Q7KVY7
FBgn0024983	O76896
FBgn0024984	Q9W511
FBgn0024985	O76878
FBgn0024986	O76877
FBgn0024987	O76876
FBgn0024989	O76874
FBgn0024991	Q8IRV6
FBgn0024992	Q9W4W8
FBgn0024993	Q9W4W7
FBgn0024994	O76865
FBgn0024995	Q9W4W5
FBgn0024996	O76863
FBgn0024997	Q9W4W4
